language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name
cnr,Montenegrin,,,cnr,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,sla,ine,Indo-European languages,Slavic languages
co,Corsican,Corsu,co,cos,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
cop,Coptic,,,cop,,Copt|Arab|Grek,Copt|Arab|Grek,Copt,Copt,ltr,,True,False,3,False,True,False,False,cldr|iso639_2,48.2.0,afa,afa,Afro-Asiatic languages,Afro-Asiatic languages
cps,Capiznon,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
cr,Cree,Nehiyaw,cr,cre,,Cans|Latn,Cans|Latn,Cans,Cans,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nai,nai,North American Indian languages,North American Indian languages
crg,Michif,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
crh,Crimean Tatar,,,crh,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,trk,tut,Altaic languages,Turkic languages
crj,Southern East Cree,,,,,Cans|Latn,Cans|Latn,Cans,Cans,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
crk,Plains Cree,,,,,Cans,Cans,Cans,Cans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
crl,Northern East Cree,,,,,Cans|Latn,Cans|Latn,Cans,Cans,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
crm,Moose Cree,,,,,Cans,Cans,Cans,Cans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
crn,Montenegrin,crnogorski,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sla,ine,Indo-European languages,Slavic languages
crs,Seselwa Creole French,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
cs,Czech,Česky,cs,ces,cze,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
csb,Kashubian,Kaszëbsczi,,csb,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
csw,Swampy Cree,,,,,Cans,Cans,Cans,Cans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages
ctd,Tedim Chin,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
cu,Church Slavic,словѣньскъ / slověnĭskŭ,cu,chu,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
cv,Chuvash,Чăваш,cv,chv,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,trk,tut,Altaic languages,Turkic languages
cwd,Woods Cree,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,nai,nai,North American Indian languages,North American Indian languages
cy,Welsh,Cymraeg,cy,cym,wel,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages
da,Danish,Dansk,da,dan,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
dak,Dakota,,,dak,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
dar,Dargwa,,,dar,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ccn,cau,Caucasian languages,North Caucasian languages
dav,Taita,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
dcc,Deccan,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
de,German,Deutsch,de,deu,ger,Latn|Runr,Latn|Runr,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
del,Delaware,,,del,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,alg,nai,North American Indian languages,Algonquian languages
den,Slave,,,den,,Latn|Cans,Latn|Cans,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
dgr,Dogrib,,,dgr,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
din,Dinka,,,din,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
diq,Dimli,Zazaki,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,ira,ine,Indo-European languages,Iranian languages
dje,Zarma,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
dng,Dungan,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
dnj,Dan,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
doi,Dogri,,,doi,,Deva|Arab|Takr,Deva|Arab|Takr,Deva,Deva,ltr,,True,False,3,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
dsb,Lower Sorbian,Dolnoserbski,,dsb,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages
dtm,Tomo Kan Dogon,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
dtp,Central Dusun,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
dty,Dotyali,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
dua,Duala,,,dua,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
dum,Middle Dutch,,,dum,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
dv,Divehi,ދިވެހިބަސް,dv,div,,Thaa,Thaa,Thaa,Thaa,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
dyo,Jola-Fonyi,,,,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
dyu,Dyula,,,dyu,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
dz,Dzongkha,རྫོང་ཁ,dz,dzo,,Tibt,Tibt,Tibt,Tibt,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
dzg,Dazaga,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
ebu,Embu,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
ecy,Eteocypriot,,,,,Cprt,Cprt,Cprt,Cprt,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,grk,ine,Indo-European languages,Greek languages
ee,Ewe,Ɛʋɛ,ee,ewe,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
efi,Efik,,,efi,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
egl,Emilian,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,roa,ine,Indo-European languages,Romance languages
egy,Ancient Egyptian,,,egy,,Egyp,Egyp,Egyp,Egyp,ltr,,False,False,1,False,True,False,False,cldr|iso639_2,48.2.0,afa,afa,Afro-Asiatic languages,Afro-Asiatic languages
eka,Ekajuk,,,eka,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
eky,Eastern Kayah,,,,,Kali,Kali,Kali,Kali,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
el,Greek,Ελληνικά,el,ell,gre,Grek,Grek,Grek,Grek,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,grk,ine,Indo-European languages,Greek languages
elx,Elamite,,,elx,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,,,Language isolate,Language isolate
en,English,English,en,eng,,Latn|Dsrt|Shaw,Latn|Dsrt|Shaw,Latn,Latn,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
enm,Middle English,,,enm,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
eo,Esperanto,Esperanto,eo,epo,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages
es,Spanish,Español,es,spa,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
esu,Central Yupik,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,esx,esx,Eskimo-Aleut languages,Eskimo-Aleut languages
et,Estonian,Eesti,et,est,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
ett,Etruscan,,,,,Ital|Latn,Ital|Latn,Ital,Ital,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,,,Language isolate,Language isolate
eu,Basque,Euskara,eu,eus,baq,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,euq,euq,Basque languages,Basque languages
evn,Evenki,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tut,tut,Altaic languages,Altaic languages
ewo,Ewondo,,,ewo,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ext,Extremaduran,Estremeñu,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
fa,Persian,فارسی,fa,fas,per,Arab,Arab,Arab,Arab,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ira,ine,Indo-European languages,Iranian languages
fan,Fang,,,fan,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
fat,Fanti,,,fat,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ff,Fula,Fulfulde,ff,ful,,Latn|Adlm,Latn|Adlm,Latn,Latn,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
ffm,Maasina Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
fi,Finnish,Suomi,fi,fin,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
fia,Nobiin,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
fil,Filipino,,,fil,,Latn|Tglg,Latn|Tglg,Latn,Latn,ltr,,True,True,2,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
fit,Tornedalen Finnish,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages
fiu-vro,Võro,Võro,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,fiu,urj,Uralic languages,Finno-Ugrian languages
fj,Fijian,Na Vosa Vakaviti,fj,fij,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
fo,Faroese,Føroyskt,fo,fao,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
fon,Fon,,,fon,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
fr,French,Français,fr,fra,fre,Latn|Dupl,Latn|Dupl,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
frc,Cajun French,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,roa,ine,Indo-European languages,Romance languages
frm,Middle French,,,frm,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
fro,Old French,,,fro,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
frp,Arpitan,Arpitan / francoprovençal,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
frr,Northern Frisian,,,frr,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
frs,Eastern Frisian,,,frs,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
fud,East Futuna,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages
fuq,Central-Eastern Niger Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
fur,Friulian,Furlan,,fur,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
fuv,Nigerian Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
fvr,Fur,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages
fy,Western Frisian,Frysk,fy,fry,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
ga,Irish,Gaeilge,ga,gle,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages
gaa,Ga,,,gaa,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
gag,Gagauz,,,,,Latn|Cyrl,Latn|Cyrl,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,trk,tut,Altaic languages,Turkic languages
gan,Gan Chinese,贛語,,,,Hans,Hans,Hans,Hans,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
gay,Gayo,,,gay,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
gba,Gbaya,,,gba,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
gbm,Garhwali,गढ़वळी,,,,Deva,Deva,Deva,Deva,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
gbz,Zoroastrian Dari,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
gcr,Guianese Creole French,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins
gd,Scottish Gaelic,Gàidhlig,gd,gla,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages
gez,Geez,,,gez,,Ethi,Ethi,Ethi,Ethi,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
gil,Gilbertese,Taetae ni kiribati,,gil,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
gjk,Kachi Koli,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
gju,Gujari,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
gl,Galician,Galego,gl,glg,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages
gld,Nanai,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tut,tut,Altaic languages,Altaic languages
glk,Gilaki,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages
gmh,Middle High German,,,gmh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
gmy,Mycenaean Greek,,,,,Linb,Linb,Linb,Linb,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,grk,ine,Indo-European languages,Greek languages
gn,Guarani,Avañe'ẽ,gn,grn,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sai,sai,South American Indian languages,South American Indian languages
goh,Old High German,,,goh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
gom,Goan Konkani,,,,,,,,,ltr,,True,False,0,False,False,False,False,cldr_v45,45,inc,ine,Indo-European languages,Indo-Aryan languages
gon,Gondi,,,gon,,Deva|Telu,Deva|Telu,Deva,Deva,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,dra,dra,Dravidian languages,Dravidian languages
gor,Gorontalo,,,gor,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
gos,Gronings,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages
got,Gothic,gutisk,,got,,Goth,Goth,Goth,Goth,ltr,ltr,False,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages
grb,Grebo,,,grb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
grc,Ancient Greek,,,grc,,Grek,Grek,Grek,Grek,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,grk,ine,Indo-European languages,Greek languages
grr,Taznatit,,,,,Arab|Tfng,Arab|Tfng,Arab,Arab,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages
grt,Garo,,,,,Beng,Beng,Beng,Beng,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
gsw,Swiss German,,,gsw,,Latn,Latn,Latn,Latn,ltr,,True,True,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages
gu,Gujarati,ગુજરાતી,gu,guj,,Gujr,Gujr,Gujr,Gujr,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
gub,Guajajára,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages
guc,Wayuu,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages
gur,Frafra,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages
guz,Gusii,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages
gv,Manx,Gaelg,gv,glv,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages
gvr,Gurung,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
gwi,Gwichʼin,,,gwi,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages
ha,Hausa,هَوُسَ,ha,hau,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,rtl,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cdc,afa,Afro-Asiatic languages,Chadic languages
hai,Haida,,,hai,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,,,Language isolate,Language isolate
hak,Hakka Chinese,客家語/Hak-kâ-ngî,,,,Hans|Hant,Hans|Hant,Hans,Hans,ltr,ltr,True,True,2,False,False,True,False,cldr|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages
haw,Hawaiian,Hawai`i,,haw,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages
hax,Southern Haida,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,isolate,isolate,Language isolate,Language isolate
haz,Hazaragi,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hdn,Northern Haida,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,isolate,isolate,Language isolate,Language isolate
he,Hebrew,עברית,he,heb,,Hebr,Hebr,Hebr,Hebr,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages
hi,Hindi,हिन्दी,hi,hin,,Deva|Latn|Mahj,Deva|Latn|Mahj,Deva,Deva,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hif,Fiji Hindi,,,,,Deva|Latn,Deva|Latn,Deva,Deva,ltr,,True,True,2,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages
hil,Hiligaynon,,,hil,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages
hit,Hittite,,,hit,,Xsux,Xsux,Xsux,Xsux,ltr,,False,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ine,ine,Indo-European languages,Indo-European languages
hmd,Large Flowery Miao,,,,,Plrd,Plrd,Plrd,Plrd,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages
